VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
3960,DIAGEO NORTH AMERICA INC,3278,Gordons London Dry,5.79,7.99,750.0,14006,81094.74000000049,2843.0,22715.570000000076,10147.299709320068,2239.780026078224,257032.07000000007,-58379.170000000406,-257.000682791584,0.20298443524203913,0.280111509081846
11567,CAMPARI AMERICA,3794,Cabo Wabo Reposado Tequila,27.77,36.99,750.0,2915,80949.54999999997,576.0,21909.2400000001,18733.080825805664,454.3500112295151,20964.809999999998,-59040.309999999874,-269.4767595772359,0.19759862778730702,0.2706530178364192
1392,CONSTELLATION BRANDS INC,38502,Ruffino Lumina Pnt Grigio,4.57,6.99,750.0,17705,80911.84999999804,3519.0,24636.810000000114,9434.519691467285,393.30000016093254,79528.99,-56275.03999999793,-228.4185330811808,0.19875741316012427,0.3044895154418137
3960,DIAGEO NORTH AMERICA INC,3593,Smirnoff Blue 100 Proof Trav,21.42,26.99,1750.0,3772,80796.23999999979,801.0,21618.990000000045,12388.409894943237,1472.0700221061707,257032.07000000007,-59177.24999999974,-273.7280973810507,0.2123541887592789,0.2675742088988312
8004,SAZERAC CO INC,2924,Speyburn 10-Yr Single Malt,17.18,21.99,750.0,4698,80711.64000000079,990.0,23750.10000000017,17392.74983406067,780.4000154733658,50293.62000000002,-56961.54000000062,-239.83705331767115,0.210727969348659,0.29425867198337113
4550,KLIN SPIRITS LLC,3209,Hammer & Sickle Vodka,14.07,19.99,750.0,5733,80663.3099999991,1180.0,23588.200000000143,16591.699810028076,929.9100172519684,531.5,-57075.10999999895,-241.96466877505958,0.2058259201116344,0.2924278708622347
1392,CONSTELLATION BRANDS INC,6567,Clos du Bois Merlot N Cst,6.12,10.99,750.0,13180,80661.60000000088,2835.0,25530.650000000114,10964.829721450806,316.31999987363815,79528.99,-55130.95000000077,-215.94025220666344,0.21509863429438544,0.3165155414720243
3960,DIAGEO NORTH AMERICA INC,3123,Booths London Dry Gin,10.94,14.99,1750.0,7370,80627.7999999993,1418.0,21255.82000000002,10163.219844818115,2605.390036225319,257032.07000000007,-59371.97999999928,-279.32105183427046,0.19240162822252374,0.2636289220343381
9552,M S WALKER INC,1094,Four Roses Single Barrel Brb,29.92,40.99,750.0,2692,80544.6399999999,667.0,28007.33000000016,21204.950847625732,525.7700101137161,55551.819999999985,-52537.309999999736,-187.58414315109448,0.24777117384843983,0.3477243178441197
1392,CONSTELLATION BRANDS INC,6599,Estancia Cab Svgn Paso Roble,5.78,12.99,750.0,13931,80521.18000000046,1988.0,25865.120000000174,12256.57978439331,221.51999938488007,79528.99,-54656.06000000029,-211.31183617164706,0.14270332352307802,0.32122132338348774
9165,ULTRA BEVERAGE COMPANY LLP,8173,Amarula Cream Liqueur,14.28,17.99,750.0,5634,80453.52000000034,1602.0,32553.980000000323,18635.83979034424,1261.8000166416168,68054.70000000003,-47899.540000000015,-147.13881374873225,0.28434504792332266,0.4046308974424014
3252,E & J GALLO WINERY,6569,W Hill Chard Napa,12.98,19.99,750.0,6192,80372.15999999987,1180.0,24338.20000000011,12375.999862670898,131.33999973535538,61966.909999999996,-56033.95999999976,-230.23050184483446,0.19056847545219638,0.3028187870028645
2000,SOUTHERN WINE & SPIRITS NE,25588,High Valley Znfdl,20.26,29.99,750.0,3959,80209.34000000005,223.0,3119.7699999999977,979.2999839782715,24.950000047683716,19016.59,-77089.57000000005,-2471.001708459281,0.05632735539277595,0.03889534560438966
1392,CONSTELLATION BRANDS INC,8892,R Mondavi Cab Svgn Napa,17.0,26.99,750.0,4710,80070.0,940.0,25246.60000000008,14496.599876403809,104.4699996560812,79528.99,-54823.39999999992,-217.15161645528406,0.19957537154989385,0.31530660671912175
8112,MOET HENNESSY USA INC,2694,Glenmorangie LaSanta,37.31,52.99,750.0,2144,79992.64000000017,552.0,27846.480000000174,22271.580741882324,435.22000908851624,48347.26,-52146.16,-187.263022112668,0.2574626865671642,0.34811302639843006
17035,PERNOD RICARD USA,1556,Kahlua w/50mL Absolut+Glass,14.84,21.99,750.0,5387,79943.07999999973,4437.0,84260.63000000047,31581.369619369507,3493.660031080246,123780.21999999997,4317.550000000745,5.124041916136541,0.8236495266382031,1.054007801550813
4425,MARTIGNETTI COMPANIES,36380,Sebastiani Znfdl Sonoma Cnty,6.49,9.99,750.0,12309,79885.40999999995,24.0,239.76000000000002,59.939998626708984,2.6900000274181366,144929.24,-79645.64999999995,-33218.90640640638,0.0019497928345113332,0.0030012989856345504
8112,MOET HENNESSY USA INC,43788,Veuve Clicquot Ponsardin Rs,34.01,54.99,750.0,2340,79583.40000000007,794.0,39988.06000000009,21724.69072341919,88.22999979555607,48347.26,-39595.339999999975,-99.017906845193,0.33931623931623933,0.5024673487184521
3960,DIAGEO NORTH AMERICA INC,3608,Smirnoff Orange Vodka,0.72,0.99,50.0,110517,79572.23999999998,21313.0,21099.86999999988,3444.2100331783295,1116.9599857665598,257032.07000000007,-58472.3700000001,-277.12194435321373,0.19284815910674377,0.2651662187717712
4692,KOBRAND CORPORATION,18507,Cakebread Cab Svgn,44.51,64.99,750.0,1786,79494.86000000007,506.0,32884.94000000007,17417.319427490234,56.30999976396561,9139.38,-46609.920000000006,-141.73636929244788,0.28331466965285557,0.4136737897267828
3960,DIAGEO NORTH AMERICA INC,3100,Ciroc Red Berry Vodka,34.28,47.99,1750.0,2317,79426.75999999976,606.0,29935.940000000184,13998.19047164917,1113.780008673668,257032.07000000007,-49490.81999999958,-165.32241847090577,0.2615451014242555,0.3768999264227859
12546,JIM BEAM BRANDS COMPANY,5713,DeKuyper Sour Apple Pucker,11.19,14.99,1750.0,7097,79415.42999999925,1365.0,21645.350000000144,14970.599784851074,2508.96004486084,123880.96999999999,-57770.07999999911,-266.89372082224924,0.19233478934761167,0.2725584939853672
3960,DIAGEO NORTH AMERICA INC,2675,Crown Royal XO,34.88,44.99,750.0,2276,79386.87999999976,730.0,32842.70000000022,25239.390941619873,575.4300128221512,257032.07000000007,-46544.179999999535,-141.71849452085007,0.32073813708260107,0.4137043803711687
660,SAZERAC NORTH AMERICA INC.,2713,Inver House Green Plaid 3-Y,10.93,14.99,1750.0,7261,79362.73000000113,1721.0,24089.790000000106,12935.759788513184,3162.440040707588,17932.329999999994,-55272.94000000102,-229.44550367604194,0.2370196942569894,0.30354033940112396
3960,DIAGEO NORTH AMERICA INC,2435,Crown Royal RSV,29.76,40.99,750.0,2666,79340.16000000005,901.0,35295.99000000022,25711.44110107422,710.3100147843361,257032.07000000007,-44044.16999999982,-124.78519514539626,0.3379594898724681,0.4448691557970163
9815,WINE GROUP INC,11827,Cupcake Merlot,4.76,6.99,750.0,16668,79339.68000000008,3396.0,24612.040000000077,9693.629693984985,379.04000006616116,27100.409999999996,-54727.64,-222.36125083495648,0.20374370050395968,0.3102109814408131
17035,PERNOD RICARD USA,2644,Chivas Regal 18-Yr Scotch,58.13,79.99,750.0,1360,79056.79999999981,321.0,24071.790000000077,15747.899551391602,252.97000485658646,123780.21999999997,-54985.00999999973,-228.42094418404096,0.23602941176470588,0.30448728003157394
11567,CAMPARI AMERICA,3921,Espolon Reposado Tequila,17.9,26.99,750.0,4414,79010.5999999999,952.0,23111.480000000138,17851.64983177185,750.5800154209137,20964.809999999998,-55899.11999999976,-241.86733173297182,0.21567739012233803,0.2925111314178119
6213,MHW LTD,8395,Casamigos Anejo,37.31,54.99,750.0,2112,78798.72000000019,428.0,25803.720000000103,20558.60057067871,337.50000727176666,9621.580000000002,-52995.00000000009,-205.37736419399945,0.20265151515151514,0.32746369484174415
4848,LAIRD & CO,33331,Moletto Prosecco Della Marc,10.73,15.99,750.0,7340,78758.19999999991,1183.0,10635.169999999936,3587.0099086761475,132.31000036001205,1043.69,-68123.02999999997,-640.5448149865059,0.1611716621253406,0.13503571691582525
12546,JIM BEAM BRANDS COMPANY,858,Canadian Club,8.95,11.99,1000.0,8796,78724.19999999976,1821.0,21833.790000000005,11210.649785995483,1912.0499546527863,123880.96999999999,-56890.409999999756,-260.56131345038926,0.20702592087312416,0.27734533980656606
4425,MARTIGNETTI COMPANIES,2640,Michter's Small Batch Bourbn,30.07,44.99,750.0,2615,78633.04999999957,683.0,29411.170000000246,22677.740882873535,538.4900107979774,144929.24,-49221.87999999932,-167.35777597422648,0.26118546845124285,0.37403063978823675
1128,BROWN-FORMAN CORP,3314,El Jimador Blanco Tequila,19.28,26.99,1750.0,4068,78431.03999999951,840.0,21992.600000000104,16110.84985923767,1544.1000286340714,68601.68000000001,-56438.439999999406,-256.6246828478631,0.20648967551622419,0.2804068389250001
6213,MHW LTD,4804,Rhum Barbancourt RSV Special,12.14,16.99,750.0,6457,78387.9799999997,1642.0,29947.580000000424,12901.949838638306,1293.540006995201,9621.580000000002,-48440.39999999928,-161.75063227145097,0.254297661452687,0.38204301220672526
3960,DIAGEO NORTH AMERICA INC,2956,Vat 69 Gold,10.71,14.99,1750.0,7317,78365.06999999976,1187.0,17793.129999999906,10597.929838180542,2181.450028538704,257032.07000000007,-60571.93999999986,-340.42318580261133,0.16222495558288916,0.22705434959733922
3960,DIAGEO NORTH AMERICA INC,2496,Crown Royal Black,36.22,49.99,1750.0,2163,78343.86000000032,491.0,26018.09000000016,20613.110652923584,902.7400189638138,257032.07000000007,-52325.770000000164,-201.11303327799942,0.22699953767914932,0.3321012010386015
3960,DIAGEO NORTH AMERICA INC,1886,Seagrams 7 Crown,7.96,10.99,750.0,9824,78199.03999999941,2213.0,24320.87000000023,14770.559692382812,1743.6300265789032,257032.07000000007,-53878.16999999918,-221.53060314042494,0.22526465798045603,0.3110123858298058
1392,CONSTELLATION BRANDS INC,3288,Svedka Strwbry Lemonad Vodka,16.66,22.99,1750.0,4688,78102.08000000025,79.0,1342.2100000000003,815.5199890136719,145.24000012874603,79528.99,-76759.87000000024,-5718.9165629819645,0.016851535836177475,0.01718532976330459
7245,PROXIMO SPIRITS INC.,5805,Jose Cuervo Light Margaritas,11.1,13.99,1750.0,7022,77944.20000000024,980.0,15560.199999999859,10334.489850997925,1801.000032067299,38994.78000000001,-62384.000000000386,-400.92029665429084,0.13956137852463685,0.199632557650214
9165,ULTRA BEVERAGE COMPANY LLP,4250,Zaya Grand Reserva Rum,27.77,34.99,750.0,2798,77700.46000000012,639.0,22358.610000000113,17355.04083251953,503.78001141548157,68054.70000000003,-55341.850000000006,-247.51918835741455,0.22837741243745532,0.28775389489328734
17035,PERNOD RICARD USA,1890,Jameson 12 Year Old,41.66,54.99,750.0,1865,77695.89999999989,684.0,41033.160000000025,20336.610569000244,538.8700065612793,123780.21999999997,-36662.73999999987,-89.34905330225565,0.36675603217158176,0.5281251649057426
1587,VINEYARD BRANDS INC,8016,La Vieille Ferme Wh Rhone,4.79,6.99,750.0,16210,77645.90000000001,2095.0,14670.04999999983,5724.82981300354,233.99000053107738,6070.089999999999,-62975.85000000018,-429.2817679558073,0.12924120913016657,0.18893528183715855
3960,DIAGEO NORTH AMERICA INC,2438,Crown Royal Special Reserve,54.26,69.99,1750.0,1423,77211.97999999982,380.0,27736.200000000124,22115.969352722168,698.6700125932693,257032.07000000007,-49475.77999999969,-178.37980689495848,0.2670414617006325,0.3592214576028252
17035,PERNOD RICARD USA,3760,Absolut Pears,12.49,16.99,750.0,6178,77163.21999999984,1295.0,23297.05000000016,15543.359802246094,1020.2200158834457,123780.21999999997,-53866.16999999968,-231.21455291549492,0.20961476205891874,0.30191910083586726
9165,ULTRA BEVERAGE COMPANY LLP,2366,Templeton Rye Whiskey,25.36,34.99,750.0,3040,77094.40000000097,706.0,24742.94000000016,19524.430934906006,556.5700135231018,68054.70000000003,-52351.46000000081,-211.58140463502102,0.23223684210526316,0.32094341482649646
3252,E & J GALLO WINERY,3154,New Amsterdam Peach Vodka,7.8,9.99,750.0,9872,77001.60000000005,1263.0,13866.369999999832,9001.799812316895,995.0100170969963,61966.909999999996,-63135.230000000214,-455.3118804705267,0.12793760129659643,0.18007898537173023
3252,E & J GALLO WINERY,6660,Carlo Rossi Paisano Calif,10.27,14.99,4000.0,7493,76953.11000000132,1481.0,22200.190000000166,15979.339756011963,888.600027680397,61966.909999999996,-54752.92000000116,-246.63266395468125,0.19765114106499398,0.2884898349137518
3960,DIAGEO NORTH AMERICA INC,2445,Seagrams VO,9.08,11.99,750.0,8470,76907.60000000017,2031.0,24351.690000000268,15383.169706344604,1600.320028245449,257032.07000000007,-52555.9099999999,-215.82038043355234,0.2397874852420307,0.316635677098235
8892,TRINCHERO FAMILY ESTATES,6876,Sutter Home Clsc Chard,3.97,5.99,187.0,19354,76835.38000000114,3607.0,21605.92999999999,9518.109636306763,103.59999871812761,11595.970000000003,-55229.45000000115,-255.62172051840014,0.18636974268884984,0.28119767221818476
3960,DIAGEO NORTH AMERICA INC,1870,Oban Distiller's Edition,59.69,79.99,750.0,1287,76821.02999999985,363.0,29036.37000000009,21757.279418945312,286.1400066614151,257032.07000000007,-47784.65999999976,-164.56829831001468,0.28205128205128205,0.37797423439909805
1392,CONSTELLATION BRANDS INC,15229,The Prisoner Red Napa Valley,26.11,40.99,750.0,2937,76685.07000000015,1399.0,58780.00999999996,26981.581077575684,155.86999940872192,79528.99,-17905.060000000194,-30.461138063774072,0.4763363976847123,0.7665117864533454
8673,STE MICHELLE WINE ESTATES,43590,Ch Ste Michelle Indn Wls Cab,10.2,15.99,750.0,7518,76683.59999999983,1912.0,29649.120000000195,12977.079809188843,213.36999978125095,15919.700000000003,-47034.47999999963,-158.6370185691829,0.25432295823357276,0.3866422546672334
3960,DIAGEO NORTH AMERICA INC,2604,Johnnie Walker Collection 4,73.52,99.99,200.0,1040,76460.80000000002,389.0,38896.110000000095,29397.059371948242,81.68999768793583,257032.07000000007,-37564.68999999992,-96.57698417656631,0.37403846153846154,0.5087065529003109
60,ADAMBA IMPORTS INTL INC,3979,Vesica Potato Vodka,16.27,20.99,1750.0,4687,76257.49000000009,1411.0,23868.890000000127,14651.33980178833,2592.9900406599045,367.52,-52388.59999999996,-219.4848608376832,0.3010454448474504,0.3130038767339457
3960,DIAGEO NORTH AMERICA INC,4278,Capt Morgan Parrot Bay Cocnt,9.52,11.99,750.0,8005,76207.60000000014,1266.0,15179.339999999827,10275.429803848267,997.7700159549713,257032.07000000007,-61028.26000000031,-402.04817864281983,0.15815115552779513,0.1991840708800671
12546,JIM BEAM BRANDS COMPANY,3368,Pinnacle Grape Vodka,12.22,16.99,1750.0,6219,75996.18000000031,1238.0,19963.62000000006,14814.809789657593,2275.5900480747223,123880.96999999999,-56032.56000000025,-280.6733448142175,0.19906737417591253,0.26269241427661205
4425,MARTIGNETTI COMPANIES,6459,Freixenet Cordon Negro Extr,7.53,10.99,750.0,10080,75902.40000000045,2308.0,25364.920000000067,9583.279800415039,257.6900003105402,144929.24,-50537.480000000374,-199.24162977845089,0.22896825396825396,0.33417810240519297
9819,TREASURY WINE ESTATES,35913,Stone Cellars Cab Svgn,5.47,8.99,1500.0,13860,75814.20000000096,2590.0,23448.100000000126,11064.809720993042,580.0599963963032,14836.570000000005,-52366.100000000835,-223.3276896635572,0.18686868686868688,0.3092837489546791
1655,FABRIZIA SPIRITS LLC,4701,Fabrizia Limoncello,12.68,16.99,750.0,5956,75522.08000000053,1339.0,22754.610000000062,12049.909837722778,1054.680014193058,1824.8900000000006,-52767.47000000047,-231.8979318916049,0.2248153122901276,0.30129744837536127
8004,SAZERAC CO INC,3745,Taaka Vodka Traveler,3.07,3.99,750.0,24537,75328.58999999751,4655.0,23228.450000000215,12025.899448394775,3664.9700421094894,50293.62000000002,-52100.13999999729,-224.2945181447613,0.1897134939071606,0.30836167250709173
3960,DIAGEO NORTH AMERICA INC,2109,Lagavulin Distillers Edition,64.74,89.99,750.0,1162,75227.88000000012,296.0,27525.040000000063,20457.799530029297,233.2900048494339,257032.07000000007,-47702.840000000055,-173.30706876356928,0.2547332185886403,0.3658888167525127
17035,PERNOD RICARD USA,1728,Aberlour 16 Year Old Single,41.35,54.99,750.0,1817,75132.95,461.0,27655.39000000013,21416.430599212646,363.530008494854,123780.21999999997,-47477.55999999987,-171.67561187891275,0.2537149146945515,0.3680860394806823
3924,HEAVEN HILL DISTILLERIES,653,Dom de Canton Ginger Liqueur,21.73,29.99,750.0,3456,75098.87999999995,654.0,24845.46000000014,18805.050830841064,515.5400109887123,14069.869999999995,-50253.41999999981,-202.26399511218358,0.1892361111111111,0.33083662499361055
4425,MARTIGNETTI COMPANIES,3500,Tito's Handmade Vodka,1.07,1.49,50.0,70021,74922.46999999926,17864.0,31141.859999999946,5067.500027179718,935.6399903036654,144929.24,-43780.60999999932,-140.58444164863434,0.25512346296111166,0.4156544758868769
7153,PINE STATE TRADING CO,13430,Agua de Piedra Malbec Selccn,5.91,11.99,750.0,12674,74903.33999999946,1945.0,22045.550000000025,10858.429780960083,216.64999969303608,15884.819999999998,-52857.78999999943,-239.76625668218472,0.15346378412498027,0.2943199862649674
8673,STE MICHELLE WINE ESTATES,31083,Stags Leap Chard Napa,18.66,28.99,750.0,4012,74863.91999999977,795.0,22941.050000000072,11508.009908676147,88.46000017225742,15919.700000000003,-51922.86999999969,-226.33170670043233,0.1981555333998006,0.30643666535228375
3960,DIAGEO NORTH AMERICA INC,3925,Don Julio Reposado Tequila,37.87,49.99,750.0,1975,74793.25000000017,391.0,20001.090000000037,16372.800537109375,308.39000713825226,257032.07000000007,-54792.160000000134,-273.9458699500879,0.1979746835443038,0.26741838334341655
12546,JIM BEAM BRANDS COMPANY,5031,DeKuyper Peppermint Schnapp,11.71,16.99,1750.0,6381,74721.5100000002,1609.0,24142.910000000196,16624.919746398926,2957.33004963398,123880.96999999999,-50578.600000000006,-209.49670110189533,0.25215483466541294,0.32310522097318606
2242,DELICATO VINEYARDS INC,14078,Bota Box Malbec,11.25,17.99,3000.0,6641,74711.25,1481.0,26677.19000000034,19205.339756011963,666.4499868750572,7982.649999999999,-48034.05999999966,-180.0566701365438,0.22300858304472218,0.3570705884321349
1587,VINEYARD BRANDS INC,13497,Mohua Svgn Bl Marlboro,6.8,10.99,750.0,10986,74704.79999999983,3139.0,32426.610000000244,10485.80976676941,351.21000023186207,6070.089999999999,-42278.18999999958,-130.3811591775991,0.285727289277262,0.4340632730427003
3960,DIAGEO NORTH AMERICA INC,4249,Capt Morgan White Coconut,10.39,14.99,750.0,7174,74537.85999999974,836.0,11687.639999999878,9198.40984916687,659.1900146603584,257032.07000000007,-62850.21999999986,-537.7494515573762,0.11653192082520211,0.1568013892537285
12546,JIM BEAM BRANDS COMPANY,3020,Pinnacle Blueberry Vodka,7.99,10.99,750.0,9325,74506.74999999984,1539.0,15537.609999999759,11202.909746170044,1212.780025422573,123880.96999999999,-58969.14000000008,-379.5251650672207,0.1650402144772118,0.20853962895978945
9165,ULTRA BEVERAGE COMPANY LLP,46023,Spellbound Petite Sirah Cal,6.57,12.99,750.0,11338,74490.6599999992,1985.0,26170.150000000187,12080.889791488647,221.15999954938889,68054.70000000003,-48320.50999999902,-184.63978998973516,0.17507496913035808,0.3513212260436472
8892,TRINCHERO FAMILY ESTATES,6857,Sutter Home Wh Znfdl,5.37,9.99,1500.0,13865,74455.05000000104,2244.0,22417.560000000132,11598.389734268188,501.98999658226967,11595.970000000003,-52037.49000000091,-232.128251245901,0.16184637576631808,0.3010885091071703
12546,JIM BEAM BRANDS COMPANY,3221,Pinnacle Raspberry Vodka,7.93,10.99,750.0,9377,74359.61000000115,2184.0,22067.160000000127,15323.839653015137,1720.7200345993042,123880.96999999999,-52292.45000000102,-236.96955113390544,0.23291031246667376,0.29676271836282875
12546,JIM BEAM BRANDS COMPANY,4349,Sauza Blue Silver,12.11,15.99,750.0,6138,74331.18000000025,799.0,13408.009999999882,9666.22986793518,629.8600134253502,123880.96999999999,-60923.17000000038,-454.378912306904,0.13017269468882373,0.18038204156048426
8004,SAZERAC CO INC,5694,Ice Box Mudslide,7.74,9.99,1750.0,9603,74327.22000000069,1844.0,19693.559999999936,11970.909746170044,3388.6800503730774,50293.62000000002,-54633.660000000746,-277.4189125785329,0.1920233260439446,0.26495757543467596
3252,E & J GALLO WINERY,20862,W Hill Est Cab Svgn No Cst,8.55,12.99,750.0,8678,74196.89999999992,2282.0,31212.460000000174,12850.539807319641,254.70999923348427,61966.909999999996,-42984.43999999975,-137.71564304767872,0.2629638165475916,0.42067067492038357
7153,PINE STATE TRADING CO,10451,Line 39 Cab Svgn Lake Cnty,5.29,9.99,750.0,14006,74091.74000000066,3622.0,34066.740000000485,14301.559684753418,404.29999957978725,15884.819999999998,-40025.000000000175,-117.48996235037343,0.2586034556618592,0.45979133436466985
9815,WINE GROUP INC,6498,Franzia Chablis Old World C,9.73,14.99,5000.0,7614,74084.21999999847,1354.0,22592.460000000086,13563.87981414795,1015.5,27100.409999999996,-51491.75999999839,-227.91568514450483,0.17783031258208562,0.3049564401164047
1392,CONSTELLATION BRANDS INC,22899,Simi Svgn Bl,6.53,14.99,750.0,11344,74076.3200000004,3649.0,39314.91000000045,13786.769874572754,408.3700006008148,79528.99,-34761.40999999995,-88.41788013758534,0.3216678420310296,0.5307351931089481
17035,PERNOD RICARD USA,999,Jameson 18 Year Old,89.84,114.99,750.0,824,74028.15999999997,212.0,27557.880000000026,17548.65074157715,167.14000391960144,123780.21999999997,-46470.27999999995,-168.62792058024746,0.25728155339805825,0.37226212295429245
9552,M S WALKER INC,4494,Jenkins French Brandy,9.55,15.99,1750.0,7751,74022.05000000107,2028.0,31145.720000000187,10634.089841842651,3726.1500227451324,55551.819999999985,-42876.330000000875,-137.66363404024892,0.2616436588827248,0.4207627321858789
8150,SEA HAGG DISTILLERY LLC,6560,Rocky Peak Hard Cinnamon,13.76,18.99,750.0,5372,73918.72000000018,2183.0,40891.170000000195,21326.60973930359,1719.550023674965,935.5199999999999,-33027.54999999998,-80.76939349008558,0.40636634400595684,0.5531909914024499
3252,E & J GALLO WINERY,18106,Barefoot Cellars Pink Moscat,7.14,10.99,1500.0,10350,73898.99999999802,1831.0,20379.689999999984,11008.109773635864,409.3799972832203,61966.909999999996,-53519.30999999803,-262.6110112567859,0.17690821256038647,0.27577761539399087
8664,"STOLI GROUP,(USA) LLC",3683,Stolichnaya Ohranj,13.17,16.99,750.0,5604,73804.68000000001,1169.0,20131.310000000045,14008.87981414795,921.2600172162056,18544.489999999998,-53673.369999999966,-266.61638015608446,0.20860099928622414,0.2727646810473271
6213,MHW LTD,8312,Bols Curacao Orange,5.71,7.99,750.0,12900,73658.99999999948,2453.0,19613.47000000006,4260.669878005981,1931.7699993252754,9621.580000000002,-54045.52999999942,-275.5531275189921,0.19015503875968992,0.2662739108595039
12546,JIM BEAM BRANDS COMPANY,2899,Laphroiag Select Single Malt,37.85,54.99,750.0,1946,73656.09999999998,697.0,31398.030000000275,24199.63090133667,549.5700110793114,123880.96999999999,-42258.0699999997,-134.5882846790048,0.35817060637204523,0.42627874677046823
9552,M S WALKER INC,2676,Grand MacNish,10.93,15.99,1750.0,6726,73515.18000000046,1353.0,20006.470000000027,12427.589807510376,2486.7300419807434,55551.819999999985,-53508.71000000043,-267.45702765155653,0.20115967885816236,0.2721406653700624
9165,ULTRA BEVERAGE COMPANY LLP,6385,Fetzer Sundial Chard,6.88,12.99,1500.0,10682,73492.15999999938,2029.0,22514.710000000097,10359.969793319702,454.5499978065491,68054.70000000003,-50977.449999999284,-226.41841711485097,0.18994570305186295,0.30635526292872994
9552,M S WALKER INC,35442,Borsao Tres Picos Garnacha,8.21,14.99,750.0,8948,73463.07999999968,1992.0,27298.080000000158,11558.629808425903,222.38999992609024,55551.819999999985,-46164.99999999952,-169.1144578666311,0.22261957979436744,0.37158910298887926
1128,BROWN-FORMAN CORP,4767,El Jimador Reposado Tequila,19.28,26.99,1750.0,3805,73360.39999999994,882.0,23061.180000000044,13367.889883041382,1621.230013012886,68601.68000000001,-50299.21999999989,-218.11208272950387,0.23180026281208935,0.3143546109345105
653,STATE WINE & SPIRITS,892,Uncle Val's Botanical Gin,24.99,33.99,750.0,2933,73295.67000000023,517.0,18068.82999999996,14989.710706710815,407.73000997304916,8014.98,-55226.84000000027,-305.64701754347345,0.17627003068530514,0.2465197466644333
4425,MARTIGNETTI COMPANIES,3390,Cold River Blueberry Vodka,22.55,29.99,750.0,3249,73264.95000000046,561.0,18189.389999999967,12781.070289611816,442.150008559227,144929.24,-55075.56000000049,-302.7894833196748,0.17266851338873498,0.248268646876847
3960,DIAGEO NORTH AMERICA INC,2255,Crown Royal Party Pak,30.76,39.99,1750.0,2381,73239.55999999994,17.0,658.83,618.8400268554688,31.27000057697296,257032.07000000007,-72580.72999999994,-11016.609747582826,0.007139857202855943,0.008995548307499398
11567,CAMPARI AMERICA,5358,Irish Mist Honey Liqueur,18.83,25.99,750.0,3882,73098.06000000045,1004.0,26093.960000000192,18192.999839782715,791.0300139784813,20964.809999999998,-47004.10000000025,-180.13402335253025,0.2586295723853684,0.3569719907751318
12546,JIM BEAM BRANDS COMPANY,2121,Canadian Club Traveler,7.8,9.99,750.0,9318,72680.40000000018,1819.0,19008.809999999965,14323.299686431885,1433.7700291872025,123880.96999999999,-53671.590000000215,-282.3511308703718,0.1952135651427345,0.2615396998365435
6785,PALM BAY INTERNATIONAL INC,24779,Straccali Chianti,6.84,9.99,1500.0,10625,72674.9999999999,2739.0,27387.610000000168,12517.489713668823,613.2499966621399,13605.409999999998,-45287.38999999973,-165.35721809971534,0.25778823529411765,0.37685049879601246
3252,E & J GALLO WINERY,13163,Barefoot Bubbly Moscato,5.47,7.99,750.0,13278,72630.65999999954,4596.0,34299.56000000009,10563.959725379944,514.830001026392,61966.909999999996,-38331.099999999446,-111.75391171198505,0.34613646633529144,0.47224629378282273
7153,PINE STATE TRADING CO,3556,Hard Rock Vodka,9.48,12.99,1750.0,7660,72616.8,3596.0,46712.0400000001,11755.949792861938,6607.000003457069,15884.819999999998,-25904.7599999999,-55.45628065055571,0.46945169712793733,0.643267673596194
11567,CAMPARI AMERICA,8187,Wild Turkey,13.17,18.99,750.0,5505,72500.85000000005,1311.0,26206.890000000243,19590.1997756958,1033.210023343563,20964.809999999998,-46293.9599999998,-176.64804942516784,0.23814713896457765,0.36147010690219805
1392,CONSTELLATION BRANDS INC,3150,Svedka Mango Pineapple Vodka,8.65,10.99,750.0,8380,72487.00000000063,1391.0,15661.089999999793,10601.569784164429,1096.0300210118294,79528.99,-56825.91000000083,-362.8477328206503,0.16599045346062052,0.21605377515967908
4425,MARTIGNETTI COMPANIES,13530,Home Ranch Sbragia Chard,17.23,24.99,750.0,4207,72486.61000000002,749.0,13474.509999999926,5972.6799240112305,83.4500000178814,144929.24,-59012.10000000009,-437.95358792268087,0.17803660565723795,0.1858896422387517
4425,MARTIGNETTI COMPANIES,27031,Opus One 2013,180.27,264.99,750.0,402,72468.54,198.0,52468.01999999999,15104.429443359375,22.160000160336494,144929.24,-20000.520000000004,-38.11944876135979,0.4925373134328358,0.7240109984277314
3960,DIAGEO NORTH AMERICA INC,3877,Smirnoff Green Apple Vodka,8.65,10.99,750.0,8364,72348.60000000075,1366.0,17744.33999999991,12964.019771575928,1076.6600215435028,257032.07000000007,-54604.26000000084,-307.7277599505032,0.1633189861310378,0.245261691311231
2000,SOUTHERN WINE & SPIRITS NE,11141,C K Mondavi Chard,5.55,9.99,1500.0,13025,72288.75000000054,1617.0,17444.829999999867,9052.659809112549,361.78999733924866,19016.59,-54843.92000000067,-314.3849495810569,0.12414587332053743,0.24132150576679964
